ï»¿id,question_id,timestamp,concept,sub_concept,bloom_level,question_stem,option_a,option_b,option_c,option_d,correct_option,a_explanation,b_explanation,c_explanation,d_explanation,main_explanation,model_used,source,relevance,bloom_score,accuracy,explainability,bloom_level.1,justification,bloom_mismatch,topic,topic_inferred
,514.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.1.2 Distinguish primitive vs reference types conceptually,Analyze,"

```java
In Java, what is the fundamental difference between how a primitive variable (int x = 5) and a reference variable (Circle c = new Circle()) store their data in memory?
```",Primitives store the value directly; references store the memory address of the object.,"Both store the value directly, but references require more space.",Primitives are always stored on the heap; references are stored on the stack.,"References store the object data, while primitives only store metadata.",A,"Correct. Primitives hold the value, references hold a pointer/address to the object's data6666.","Incorrect. References store an address, not the object data itself77.","

```java
Incorrect. Primitives are typically on the stack; objects are on the heap8.
```","Incorrect. Reference variables store the address, not the object's data99.","A primitive variable stores the data value directly, while a reference variable stores the memory address (reference) where the object's data is located10101010.",,,,,,,,,,Basic Syntax,Basic Syntax
,529.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.5.3 Predict type promotion in mixed-type expressions using rules,Analyze,"In the expression 3 + 4.0 * 2, what is the final type of the expression result?",int,float,double,Error,C,Incorrect. The inclusion of 4.0 forces widening to double.,Incorrect. float is only involved if one of the operands is explicitly a float54.,"Correct. Due to the presence of a double literal (4.0), all other operands are promoted to double, and the result is double55.",No error. Implicit widening is permitted56.,"Since the expression contains a double (4.0), Java's conversion rules state that all other operands (3 and 2) are converted to double, and the result is of type double57.",,,,,,,,,,Basic Syntax,Basic Syntax
,531.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.3.3 Apply operator precedence and parentheses,Analyze,What is the result of the expression 10 / (2 + 3) * 2?,10,4,2,5,B,Incorrect. Would be correct if division was performed last.,Correct. Parentheses first: $2+3=5$. Then $10/5=2$. Finally $2 \times 2 = 4$6161.,Incorrect. Missing the final multiplication.,Incorrect. Division and multiplication are performed from left to right.,"The expression within the parentheses is always evaluated first: $2 + 3 = 5$62. Then, * and / have equal precedence and are evaluated left-to-right: $10 / 5 = 2$, and $2 \times 2 = 4$63.",,,,,,,,,,Basic Syntax,Basic Syntax
,535.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.5.3 Predict type promotion in mixed-type expressions using rules,Analyze,"

```java
Given int a = 5; double b = 2.0;, what is the type of the result of a * b?
```",int,float,double,long,C,"Incorrect, type promotion occurs.","Incorrect, double is higher in precedence than float.","Correct. The int is promoted to double, and the result is double6.",Incorrect.,"When performing a binary operation, if one operand is a double, the other is automatically converted to double, and the result is double7.",,,,,,,,,,Basic Syntax,Basic Syntax
,536.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.5.3 Predict type promotion in mixed-type expressions using rules,Analyze,Which of the following expressions results in the value 2.5?,2-May,(double)5 / 2,(int)5.0 / 2,5.0 / (double)2.0,B,"Integer division, results in 28.",Correct. The cast promotes the expression to double division9.,"Casting truncates the numerator to 5, resulting in integer division 5 / 2 = 2.",This is redundant but results in 2.5. The most concise correct option is B.,"The division of two integers performs integer division (truncation)10. To obtain 2.5, at least one operand must be a floating-point type, which is achieved by casting an operand to double11.",,,,,,,,,,Basic Syntax,Basic Syntax
,539.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.5.2 Perform explicit narrowing cast (double Ã¢â â int) and understand truncation,Analyze,What is the result of (int)(1.0/4.0 * 8)?,2,1,0,2,A,"Correct. The arithmetic results in $2.0$, which is truncated to 2.",Incorrect.,Incorrect. The result is $0.25 \times 8 = 2.0$.,The cast ensures the result is an int.,"The expression $1.0/4.0 \times 8$ evaluates to $0.25 \times 8 = 2.0$ because the division involves doubles. The explicit cast (int) then performs truncation, resulting in $2$.",,,,,,,,,,Basic Syntax,Basic Syntax
,541.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.1.3 Explain default values for fields vs uninitialized locals,Analyze,"

```java
Given a class Foo with an int x; field and an int y; local variable in a method, what are their initial values?
```","x is 0, y is undefined (error).",Both x and y are 0.,"x is undefined (error), y is 0.",Both x and y are undefined (error).,A,"

```java
Correct. Member fields get defaults; local variables do not1414.
```",Local variables inside methods are not assigned a default value15.,Member fields are assigned a default value of 0 for numeric types16.,Local variables must be explicitly initialized17.,"Java assigns default values to member fields (e.g., 0 for numeric types like int)18. However, local variables inside methods are not assigned a default value and must be explicitly initialized before use19.",,,,,,,,,,Basic Syntax,Basic Syntax
,547.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.5.4 Identify Ã¢â¬Åtype mismatchÃ¢â¬Â compilation errors,Analyze,"

```java
Given int x = 5;, which of the following lines would result in a ""type mismatch"" compilation error?
```",double y = x;,x = 5.0;,x = (int)5.0;,x = 5;,B,This is implicit widening (int $\rightarrow$ double) and is safe32.,Correct. Assigning a double literal to an int variable without a cast is a narrowing conversion and requires an explicit cast.,The explicit cast makes this statement valid33.,Correct assignment of int to int.,"Assigning a floating-point literal (5.0, which is a double) to an int variable requires a narrowing conversion, which must be done with an explicit cast (int) to avoid a ""type mismatch"" compilation error34343434.",,,,,,,,,,Basic Syntax,Basic Syntax
,549.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.1.2 Distinguish primitive vs reference types conceptually,Analyze,"In Java, a primitive type variable (like int) holds the actual value, while a reference type variable (like a Circle object) holds:",A copy of the object's value.,The methods of the object.,An object reference (memory address).,The class definition.,C,Only primitive types hold the actual value.,The methods are accessed via the reference.,Correct. Object variables hold a reference to the object in memory37.,The class definition is the blueprint.,"A variable of a reference type holds a reference (conceptual memory address) to the actual object data located in memory, unlike a primitive type, which stores the data value itself38.",,,,,,,,,,Basic Syntax,Basic Syntax
,550.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions","J2.4.3 Use pre-/post-increment (++, --) and reason about effects",Analyze,"

```java
What is the final value of c after the following executes? int a = 2, b = 5; int c = a++ * --b;
```",10,8,12,15,B,"Incorrect, pre-increment on b must happen first.","Correct. $b$ becomes $4$ before multiplication, then $a$ ($2$) is used. $2 \times 4 = 8$.",Incorrect.,Incorrect.,The pre-decrement (--b) makes $b=4$ first. The post-increment (a++) uses the original value of $a=2$. The expression is $2 \times 4 = 8$.,,,,,,,,,,Basic Syntax,Basic Syntax
,554.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.1.2 Distinguish primitive vs reference types conceptually,Analyze,"What is the fundamental difference in how primitive variables (int, double) and object reference variables (Circle, String) are stored in memory?",Primitives store the value; References store the object data directly.,Primitives store the value; References store a memory address.,Primitives are immutable; References are mutable.,Primitives are declared with new; References are not.,B,"

```java
References do not store object data directly; they point to it.
```","

```java
Correct. Primitives hold the value; References hold an address to the object (the reference)6666.
```","Immutability depends on the object, not the type category itself7.",Only reference types are instantiated using the new operator8.,"Primitive variables directly store the data value, whereas object reference variables store a reference (memory address) pointing to where the actual object data is located in memory9999.",,,,,,,,,,Basic Syntax,Basic Syntax
,559.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.2.3 Explain variable scope in blocks & methods,Analyze,A variable x is declared inside an if block. Which statement is true about its scope?,x can be accessed by all methods in the class.,x can only be accessed within the if block and its nested blocks.,x is accessible throughout the entire method where the if block resides.,x can only be accessed by the if block's condition.,B,This is true only for class-level variables (fields)2727.,"

```java
Correct. The scope is defined from the declaration to the end of the closest }28.
```",This is true only if x was declared outside the if block.,x is only available after declaration and cannot be used in the condition.,"

```java
A variable's scope is defined by the block ({}) in which it is declared. A variable declared inside an if block is only accessible from that point of declaration until the end of that block's closing brace29.
```",,,,,,,,,,Basic Syntax,Basic Syntax
,563.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.3.2 Evaluate mixed-type expressions (int + double Ã¢â â double),Analyze,"

```java
Given int a = 10; double b = 3.5;, what is the final value and type of the expression a + b - 1?
```","Value: 12.5, Type: int","Value: 12.5, Type: double","Value: 12, Type: int","Value: 13.5, Type: double",B,"

```java
Incorrect type; double is the widest type3838.
```",Correct. $10 + 3.5 = 13.5$. $13.5 - 1 = 12.5$. The result is double3939.,Incorrect value and type.,Incorrect value.,"When a binary operation involves a double and another type, the other type is converted to double, and the result is double. $10 + 3.5 - 1$ results in 12.5 of type double4040.",,,,,,,,,,Basic Syntax,Basic Syntax
,565.0,xxx,"J2 Ã¢â¬â Data, Types & Expressions",J2.3.3 Apply operator precedence and parentheses,Analyze,"

```java
Which arithmetic expression is equivalent to the mathematical formula $\frac{a+b}{c}$?
```",a + b / c,(a + b) / c,a / c + b,a + (b / c),B,"

```java
Division has higher precedence, so this is $a + \frac{b}{c}$43.
```",Correct. Parentheses force addition before division44.,"

```java
Incorrect precedence, this is $\frac{a}{c} + b$.
```","

```java
Incorrect precedence, this is $a + \frac{b}{c}$.
```","To ensure the addition of $a$ and $b$ happens before the division by $c$, parentheses must be used around the numerator, as division (/) has a higher precedence than addition (+)45.",,,,,,,,,,Basic Syntax,Basic Syntax
