id,timestamp,topic,subtopic,bloom_level,question_stem,option_a,option_b,option_c,option_d,correct_answer,a_explanation,b_explanation,c_explanation,d_explanation,main_explanation,raw_model_response,retrieved_slide_files,retrieved_chunk_indices,eval_relevance,eval_bloom_alignment,eval_accuracy,eval_explainability,eval_justification
8cc2eb2d-eafe-4547-96d0-b487dd183a83,2025-11-25T12:23:21.551091,Java Fundamentals,Basic syntax and structure,Analyze,"Which of the following code snippets will compile successfully and print ""Hello, World!""?","public class Hello {
    public void main(String[] args) {
        System.out.println(""Hello, World!"");
    }
}","class Hello {
    public static void main(String[] args) {
        System.out.println(""Hello, World!"");
    }
}","public class Hello {
    static void main() {
        System.out.println(""Hello, World!"");
    }
}","class Hello {
    public static void main() {
        System.out.println(""Hello, World!"");
    }
}",B,Incorrect. The main method must be static and public to run; this one is not static.,Correct. The class and main method signatures are valid for program execution.,Incorrect. The main method must have a String[] argument.,Incorrect. The main method is missing the String[] argument.,Only option B follows the correct Java syntax for the entry point: a static method named main that takes a String array as an argument. Other options have incorrect method signatures.,"Question: Which of the following code snippets will compile successfully and print ""Hello, World!""?

Options:
A) 
public class Hello {
    public void main(String[] args) {
        System.out.println(""Hello, World!"");
    }
}
B) 
class Hello {
    public static void main(String[] args) {
        System.out.println(""Hello, World!"");
    }
}
C) 
public class Hello {
    static void main() {
        System.out.println(""Hello, World!"");
    }
}
D) 
class Hello {
    public static void main() {
        System.out.println(""Hello, World!"");
    }
}

Correct Answer: B

Option A explanation: Incorrect. The main method must be static and public to run; this one is not static.
Option B explanation: Correct. The class and main method signatures are valid for program execution.
Option C explanation: Incorrect. The main method must have a String[] argument.
Option D explanation: Incorrect. The main method is missing the String[] argument.

Main Explanation: Only option B follows the correct Java syntax for the entry point: a static method named main that takes a String array as an argument. Other options have incorrect method signatures.

Tags: Java Fundamentals, Basic syntax and structure, Analyze","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","2, 3, 14, 1505",5,3,5,5,"The question directly assesses understanding of Java's main method signature requirements, which is fundamental to the topic. All options are technically accurate with correct explanations of why they fail or succeed. However, the Bloom level is misaligned—this question primarily tests ""Remember"" and ""Understand"" (recognizing correct syntax) rather than ""Analyze"" (breaking down components to understand relationships). To reach Analyze level, the question would need to ask students to compare trade-offs, explain consequences of variations, or apply the concept to new scenarios. The explanations are clear and specific, identifying exactly which requirement each option violates."
7f97f521-adec-40a3-b3d2-dee87fcb290c,2025-11-25T12:23:34.293495,Java Fundamentals,Basic syntax and structure,Evaluate,"Given the following Java code snippet, which line would cause a compilation error?

1. int x = 10;
2. final int y;
3. String s = ""Hello"";
4. System.out.println(x + s);",Line 1,Line 2,Line 3,Line 4,B,Line 1 correctly declares and initializes an integer variable.,"Line 2 declares a final variable without initialization, which is not allowed unless it's a blank final assigned later.",Line 3 correctly declares and initializes a String variable.,"Line 4 is valid; it concatenates an int with a String, resulting in a String.","In Java, final variables must be initialized at the point of declaration or in a constructor. Line 2 violates this rule and causes a compilation error.","Question: Given the following Java code snippet, which line would cause a compilation error?

1. int x = 10;
2. final int y;
3. String s = ""Hello"";
4. System.out.println(x + s);

Options:
A) Line 1
B) Line 2
C) Line 3
D) Line 4

Correct Answer: B

Option A explanation: Line 1 correctly declares and initializes an integer variable.

Option B explanation: Line 2 declares a final variable without initialization, which is not allowed unless it's a blank final assigned later.

Option C explanation: Line 3 correctly declares and initializes a String variable.

Option D explanation: Line 4 is valid; it concatenates an int with a String, resulting in a String.

Main Explanation: In Java, final variables must be initialized at the point of declaration or in a constructor. Line 2 violates this rule and causes a compilation error.

Tags: Java Fundamentals, Basic syntax and structure, Evaluate","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","2, 3, 14, 1505",4,2,5,5,"The question directly assesses knowledge of Java's final variable rules, which is fundamental to OOP. However, the Bloom level is misaligned—this question requires ""Remember"" or ""Understand"" (identifying a compilation error), not ""Evaluate"" (which demands making judgments based on criteria). The correct answer and distractors are technically accurate; all explanations are clear and specific. The question would be stronger if recategorized to Bloom level 2-3, or redesigned to require evaluation of design trade-offs or code quality decisions."
4ea01cb9-5e7a-4def-814e-4c43e556a97f,2025-11-25T12:23:44.267257,Java Fundamentals,Basic syntax and structure,Evaluate,"Given the following Java code, which statement best evaluates its correctness and structure?

public class Example {
    void run() {
        System.out.println(""Hello"");
    }
    public static void main(String[] args) {
        run();
    }
}",The code fails to compile because 'run()' is not static.,"The code prints ""Hello"" successfully.",The code fails because main must return an int.,The code is invalid due to missing class keyword.,A,Correct; 'run()' must be static to be called from static main.,Incorrect; this would only be true if 'run()' were static or called via an object.,"Incorrect; Java's main method returns void, not int.",Incorrect; the class keyword is present.,"In Java, static methods cannot call instance methods directly. The main method is static, so 'run()' must also be static or be called on an object instance. Otherwise, compilation fails.","Question: Given the following Java code, which statement best evaluates its correctness and structure?

public class Example {
    void run() {
        System.out.println(""Hello"");
    }
    public static void main(String[] args) {
        run();
    }
}

Options:
A) The code fails to compile because 'run()' is not static.
B) The code prints ""Hello"" successfully.
C) The code fails because main must return an int.
D) The code is invalid due to missing class keyword.

Correct Answer: A

Option A explanation: Correct; 'run()' must be static to be called from static main.
Option B explanation: Incorrect; this would only be true if 'run()' were static or called via an object.
Option C explanation: Incorrect; Java's main method returns void, not int.
Option D explanation: Incorrect; the class keyword is present.

Main Explanation: In Java, static methods cannot call instance methods directly. The main method is static, so 'run()' must also be static or be called on an object instance. Otherwise, compilation fails.

Tags: Java Fundamentals, Basic syntax and structure, Evaluate","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","2, 3, 14, 1505",5,3,5,5,"The question directly assesses understanding of static vs. instance methods in Java, which is fundamental to the topic. However, Bloom alignment is lower than intended—the question primarily requires students to *remember* or *understand* the static method rule rather than *evaluate* complex scenarios. The correct answer and distractors are technically accurate with no ambiguity. Explanations are clear and specific, correctly identifying why each option is right or wrong. To better match the ""Evaluate"" level, the question could present a scenario requiring students to assess trade-offs between multiple valid solutions or analyze code with more nuanced design considerations."
320ffd31-54e1-4661-b21f-7a3076ea87f2,2025-11-25T12:23:55.129239,Java Fundamentals,Basic syntax and structure,Evaluate,"Evaluate which of the following Java code snippets will result in a compile-time error, and explain why.",int a = 5; System.out.println(a);,int b; System.out.println(b);,int c = 0; c = c + 2;,int d = 7; if (d > 0) { System.out.println(d); },B,This code correctly declares and initializes the variable before use; it compiles fine.,"Variable 'b' is declared but not initialized before use, causing a compile-time error.",The variable is properly initialized before use and modified; no error occurs.,The variable is initialized and used within a valid if statement; no error occurs.,"Java requires local variables to be initialized before they are used. Attempting to use an uninitialized local variable, as in option B, leads to a compile-time error.","Question: Evaluate which of the following Java code snippets will result in a compile-time error, and explain why.

Options:
A) int a = 5; System.out.println(a);
B) int b; System.out.println(b);
C) int c = 0; c = c + 2;
D) int d = 7; if (d > 0) { System.out.println(d); }

Correct Answer: B

Option A explanation: This code correctly declares and initializes the variable before use; it compiles fine.
Option B explanation: Variable 'b' is declared but not initialized before use, causing a compile-time error.
Option C explanation: The variable is properly initialized before use and modified; no error occurs.
Option D explanation: The variable is initialized and used within a valid if statement; no error occurs.

Main Explanation: Java requires local variables to be initialized before they are used. Attempting to use an uninitialized local variable, as in option B, leads to a compile-time error.

Tags: Java Fundamentals, Basic syntax and structure, Evaluate","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","2, 3, 14, 1505",5,2,5,5,"The question directly assesses Java fundamentals regarding variable initialization, which is core to the stated subtopic. All explanations are accurate and clear. However, the Bloom level is misaligned—the question asks students to ""identify which will error"" which is primarily **Remember/Understand** (Bloom levels 1-2), not **Evaluate** (level 5). Evaluation requires making judgments based on criteria, comparing alternatives, or justifying decisions. This question is straightforward recall of a Java rule. To reach Bloom level 5, the question would need to ask students to justify design choices, compare initialization strategies, or defend best practices across scenarios."
cc21d716-c647-4141-bbd1-db04772bf5df,2025-11-25T12:24:05.064725,Java Fundamentals,Wrapper classes and autoboxing,Remember,Which statement about Java wrapper classes and autoboxing is correct?,Autoboxing converts primitive types to their corresponding wrapper objects automatically.,Wrapper classes can be subclassed to create custom numeric types.,"Autoboxing is only supported for reference variables, not method arguments.",The Boolean wrapper class has no methods.,A,Correct. Autoboxing is the automatic conversion from primitive types to their corresponding wrapper objects.,"Incorrect. Wrapper classes are declared final, so they cannot be subclassed.",Incorrect. Autoboxing works for both reference variables and method arguments.,"Incorrect. The Boolean wrapper class has several methods, such as booleanValue() and equals().","Java provides automatic conversion between primitives and their wrapper classes, called autoboxing. Wrapper classes are final and have useful methods.","Question: Which statement about Java wrapper classes and autoboxing is correct?

Options:
A) Autoboxing converts primitive types to their corresponding wrapper objects automatically.
B) Wrapper classes can be subclassed to create custom numeric types.
C) Autoboxing is only supported for reference variables, not method arguments.
D) The Boolean wrapper class has no methods.

Correct Answer: A

Option A explanation: Correct. Autoboxing is the automatic conversion from primitive types to their corresponding wrapper objects.

Option B explanation: Incorrect. Wrapper classes are declared final, so they cannot be subclassed.

Option C explanation: Incorrect. Autoboxing works for both reference variables and method arguments.

Option D explanation: Incorrect. The Boolean wrapper class has several methods, such as booleanValue() and equals().

Main Explanation: Java provides automatic conversion between primitives and their wrapper classes, called autoboxing. Wrapper classes are final and have useful methods.

Tags: Java Fundamentals, Wrapper classes and autoboxing, Remember","comp1050-lecture8-generics.pptx, comp1050-sp2021-lecture3-thinking-in-classes.pptx, comp1050-sp2021-lecture5-inheritance-polymorphism [Autosaved].pptx","1145, 1346, 825, 1158",5,5,5,5,"The question directly assesses understanding of wrapper classes and autoboxing, core Java fundamentals. Option A is unambiguously correct and represents the definition of autoboxing. Distractors are technically accurate: B correctly identifies that wrapper classes are final, C correctly states autoboxing works everywhere, and D correctly notes Boolean has methods. All explanations are clear and specific. The question appropriately targets the ""Remember"" level by asking students to recall the definition and properties of autoboxing and wrapper classes without requiring deeper analysis or application."
5280c885-c37a-4f3f-b10e-df494cff0da9,2025-11-25T12:24:13.496203,Java Fundamentals,Wrapper classes and autoboxing,Remember,Which of the following statements correctly describes autoboxing in Java?,Autoboxing converts a primitive type to its corresponding wrapper class automatically.,Autoboxing converts a wrapper class to its corresponding primitive type automatically.,Autoboxing requires explicit casting by the programmer.,Autoboxing is not supported for the boolean data type.,A,This is correct; autoboxing automatically converts primitives to wrapper objects.,"This is incorrect; unboxing, not autoboxing, converts wrapper objects to primitives.","This is incorrect; autoboxing occurs automatically, without explicit casting.",This is incorrect; autoboxing is supported for boolean and all other primitive types.,"Autoboxing in Java refers to the automatic conversion of primitive values to their corresponding wrapper class objects, such as int to Integer.","Question: Which of the following statements correctly describes autoboxing in Java?

Options:  
A) Autoboxing converts a primitive type to its corresponding wrapper class automatically.  
B) Autoboxing converts a wrapper class to its corresponding primitive type automatically.  
C) Autoboxing requires explicit casting by the programmer.  
D) Autoboxing is not supported for the boolean data type.

Correct Answer: A

Option A explanation: This is correct; autoboxing automatically converts primitives to wrapper objects.
Option B explanation: This is incorrect; unboxing, not autoboxing, converts wrapper objects to primitives.
Option C explanation: This is incorrect; autoboxing occurs automatically, without explicit casting.
Option D explanation: This is incorrect; autoboxing is supported for boolean and all other primitive types.

Main Explanation: Autoboxing in Java refers to the automatic conversion of primitive values to their corresponding wrapper class objects, such as int to Integer.

Tags: Java Fundamentals, Wrapper classes and autoboxing, Remember","comp1050-lecture8-generics.pptx, comp1050-sp2021-lecture3-thinking-in-classes.pptx, comp1050-sp2021-lecture5-inheritance-polymorphism [Autosaved].pptx","1145, 1346, 825, 1158",5,5,5,5,"The question directly assesses understanding of autoboxing, a core concept in the wrapper classes subtopic. Option A is unambiguously correct, while options B, C, and D present clear misconceptions (confusing unboxing, requiring explicit casting, and false limitation claims). All explanations are concise and technically accurate. The question appropriately targets the ""Remember"" level by requiring recall of the definition of autoboxing without requiring application or analysis. The distractors effectively test common misunderstandings."
4f1f2285-26be-4915-a2f3-9fe3d4a93efc,2025-11-25T12:24:22.291077,Java Fundamentals,Wrapper classes and autoboxing,Remember,Which statement correctly demonstrates autoboxing in Java?,Integer obj = 10;,int num = new Integer(10);,"Integer obj = Integer.valueOf(""ten"");","Integer obj = Integer.parseInt(""10"");",A,Correct; assigning a primitive int to an Integer uses autoboxing.,"Incorrect; this is unboxing, not autoboxing.",Incorrect; this throws NumberFormatException for non-numeric string.,"Incorrect; parseInt returns int, not Integer.","Autoboxing automatically converts a primitive value to its corresponding wrapper class object when needed, as shown in option A.","Question: Which statement correctly demonstrates autoboxing in Java?

Options:
A) Integer obj = 10;
B) int num = new Integer(10);
C) Integer obj = Integer.valueOf(""ten"");
D) Integer obj = Integer.parseInt(""10"");

Correct Answer: A

Option A explanation: Correct; assigning a primitive int to an Integer uses autoboxing.
Option B explanation: Incorrect; this is unboxing, not autoboxing.
Option C explanation: Incorrect; this throws NumberFormatException for non-numeric string.
Option D explanation: Incorrect; parseInt returns int, not Integer.

Main Explanation: Autoboxing automatically converts a primitive value to its corresponding wrapper class object when needed, as shown in option A.

Tags: Java Fundamentals, Wrapper classes and autoboxing, Remember","comp1050-lecture8-generics.pptx, comp1050-sp2021-lecture3-thinking-in-classes.pptx, comp1050-sp2021-lecture5-inheritance-polymorphism [Autosaved].pptx","1145, 1346, 825, 1158",5,5,4,4,"The question directly assesses autoboxing understanding with a clear correct answer (A) that demonstrates the core concept. All distractors are plausible and test related but distinct concepts (unboxing, exception handling, return types). Explanations are concise and accurate. However, accuracy is slightly reduced because option B's explanation is imprecise—it's actually attempting unboxing (Integer to int), not the reverse, though the statement itself is valid Java code. The Bloom alignment is strong for ""Remember"" level as it requires recalling the definition and identifying its direct application. Minor improvement could clarify that option B uses the Integer constructor (deprecated in modern Java) rather than calling it ""unboxing."""
d74f6971-6217-4968-8ea4-781915151144,2025-11-25T12:24:36.027717,Java Fundamentals,Wrapper classes and autoboxing,Understand,"What is the result of the following code snippet?
```java
Integer a = 128;
Integer b = 128;
System.out.println(a == b);
```",true,false,Compilation error,Runtime exception,B,Incorrect. `a == b` does not compare values but references for Integer objects outside the cache range.,"Correct. `a` and `b` are separate Integer objects, so `a == b` is false.",Incorrect. The code compiles successfully.,Incorrect. The code does not throw an exception at runtime.,"In Java, autoboxing caches Integer values between -128 and 127. Values outside this range (like 128) are not cached, so `a` and `b` reference different objects, making `a == b` evaluate to false.","Question: What is the result of the following code snippet?
```java
Integer a = 128;
Integer b = 128;
System.out.println(a == b);
```

Options:
A) true
B) false
C) Compilation error
D) Runtime exception

Correct Answer: B

Option A explanation: Incorrect. `a == b` does not compare values but references for Integer objects outside the cache range.
Option B explanation: Correct. `a` and `b` are separate Integer objects, so `a == b` is false.
Option C explanation: Incorrect. The code compiles successfully.
Option D explanation: Incorrect. The code does not throw an exception at runtime.

Main Explanation: In Java, autoboxing caches Integer values between -128 and 127. Values outside this range (like 128) are not cached, so `a` and `b` reference different objects, making `a == b` evaluate to false.

Tags: Java Fundamentals, Wrapper classes and autoboxing, Understand","comp1050-lecture8-generics.pptx, comp1050-sp2021-lecture3-thinking-in-classes.pptx, comp1050-sp2021-lecture5-inheritance-polymorphism [Autosaved].pptx","1145, 1346, 825, 1158",5,4,5,5,"The question directly assesses understanding of wrapper classes and autoboxing in Java, specifically the Integer cache behavior. All explanations are technically accurate and clearly distinguish between reference equality (==) and value equality. The value 128 is correctly identified as outside the -128 to 127 cache range. Option explanations are concise and educational. The only minor consideration is that this question slightly exceeds ""Understand"" level (Bloom 2) as it requires knowledge of implementation details (the cache mechanism), placing it closer to Bloom 3 (Apply), but it remains accessible at the Understand level for students who have learned this specific behavior."
501159bd-aa3f-495c-a205-bdbfad376a0b,2025-11-25T12:24:44.904948,Java Fundamentals,Wrapper classes and autoboxing,Understand,"What is the result of executing the following code?

Integer a = 1000;
Integer b = 1000;
System.out.println(a == b);",true,false,Compilation error,Runtime exception,B,"Incorrect. The ""=="" operator compares references for objects, not values.","Correct. 'a' and 'b' are different Integer objects outside the cache range, so references differ.",Incorrect. The code compiles without errors.,Incorrect. No exception is thrown at runtime.,"Java caches Integer objects between -128 and 127; values outside this range create new objects. Thus, ""a == b"" is false since the references are different.","Question: What is the result of executing the following code?

Integer a = 1000;
Integer b = 1000;
System.out.println(a == b);

Options:
A) true
B) false
C) Compilation error
D) Runtime exception

Correct Answer: B

Option A explanation: Incorrect. The ""=="" operator compares references for objects, not values.
Option B explanation: Correct. 'a' and 'b' are different Integer objects outside the cache range, so references differ.
Option C explanation: Incorrect. The code compiles without errors.
Option D explanation: Incorrect. No exception is thrown at runtime.

Main Explanation: Java caches Integer objects between -128 and 127; values outside this range create new objects. Thus, ""a == b"" is false since the references are different.

Tags: Java Fundamentals, Wrapper classes and autoboxing, Understand","comp1050-lecture8-generics.pptx, comp1050-sp2021-lecture3-thinking-in-classes.pptx, comp1050-sp2021-lecture5-inheritance-polymorphism [Autosaved].pptx","1145, 1346, 825, 1158",5,4,5,5,"The question directly assesses understanding of wrapper classes and autoboxing by testing knowledge of Integer caching behavior and the distinction between reference equality (==) and value equality. All explanations are technically accurate and clearly explain why the answer is false. The cognitive demand aligns well with ""Understand"" level, though it borders on ""Apply"" since students must recognize and apply the caching rule to predict behavior. The question effectively distinguishes between common misconceptions (thinking == compares values for objects) and the correct behavior."
b1f76479-bfba-42ad-a527-ab847d9c06c1,2025-11-25T12:24:55.061025,Java Fundamentals,Wrapper classes and autoboxing,Understand,"What is the result of the following code snippet?

Integer i = 10;
int j = i + 5;
System.out.println(j);",10,15,Compilation error due to type mismatch,Runtime exception,B,"Incorrect; 10 is the value of 'i', but 5 is added to it.","Correct; 'i' is autounboxed to int, and 10 + 5 = 15 is printed.",Incorrect; autoboxing and unboxing allow the types to be used together.,Incorrect; the code does not throw a runtime exception.,"Java automatically unboxes the Integer 'i' to an int when performing arithmetic with 'j', so the result is 15.","Question: What is the result of the following code snippet?

Integer i = 10;
int j = i + 5;
System.out.println(j);

Options:
A) 10
B) 15
C) Compilation error due to type mismatch
D) Runtime exception

Correct Answer: B

Option A explanation: Incorrect; 10 is the value of 'i', but 5 is added to it.
Option B explanation: Correct; 'i' is autounboxed to int, and 10 + 5 = 15 is printed.
Option C explanation: Incorrect; autoboxing and unboxing allow the types to be used together.
Option D explanation: Incorrect; the code does not throw a runtime exception.

Main Explanation: Java automatically unboxes the Integer 'i' to an int when performing arithmetic with 'j', so the result is 15.

Tags: Java Fundamentals, Wrapper classes and autoboxing, Understand","comp1050-lecture8-generics.pptx, comp1050-sp2021-lecture3-thinking-in-classes.pptx, comp1050-sp2021-lecture5-inheritance-polymorphism [Autosaved].pptx","1145, 1346, 825, 1158",5,4,5,5,"The question directly assesses understanding of autoboxing/unboxing with wrapper classes, which is the stated subtopic. All answers are technically accurate with no ambiguity. Explanations are clear and educational, explaining both why incorrect options fail and why B is correct. Bloom alignment is strong for ""Understand"" level—students must recognize and explain the autoboxing mechanism rather than just apply memorized rules. The only minor consideration is that this is a relatively straightforward application of a single concept, which could be viewed as slightly below higher-order understanding, but it appropriately matches the ""Understand"" level."
286a111b-6bf4-487a-bbaf-bba23c3ee9bb,2025-11-25T12:25:04.438085,Java Fundamentals,Wrapper classes and autoboxing,Apply,"What is the output of the following code?
Integer x = 10;
int y = x + 5;
System.out.println(x == y - 5);",true,false,Compilation error,Runtime exception,A,"Correct; x is autounboxed to int, so comparison is true.","Incorrect; both values are equal, so it prints true.",Incorrect; code compiles due to autoboxing/unboxing.,Incorrect; no exception occurs.,"Java automatically unboxes Integer x to int during arithmetic and comparison, so (x == y - 5) compares two ints with value 10, resulting in true.","Question: What is the output of the following code?
Integer x = 10;
int y = x + 5;
System.out.println(x == y - 5);

Options:
A) true
B) false
C) Compilation error
D) Runtime exception

Correct Answer: A

Option A explanation: Correct; x is autounboxed to int, so comparison is true.
Option B explanation: Incorrect; both values are equal, so it prints true.
Option C explanation: Incorrect; code compiles due to autoboxing/unboxing.
Option D explanation: Incorrect; no exception occurs.

Main Explanation: Java automatically unboxes Integer x to int during arithmetic and comparison, so (x == y - 5) compares two ints with value 10, resulting in true.

Tags: Java Fundamentals, Wrapper classes and autoboxing, Apply","comp1050-lecture8-generics.pptx, comp1050-sp2021-lecture3-thinking-in-classes.pptx, comp1050-sp2021-lecture5-inheritance-polymorphism [Autosaved].pptx","1145, 1346, 825, 1158",5,4,5,4,"The question directly assesses autoboxing/unboxing with wrapper classes (Integer) and primitive types (int), which is core to the stated subtopic. The code is technically accurate with correct answer and distractors. Explanations are clear and identify the key mechanism (autounboxing). Bloom alignment is strong for ""Apply"" level—students must recognize and apply autoboxing rules to predict output. Minor deduction in explainability: could explicitly mention that == with mixed Integer/int uses unboxing, and could clarify that y - 5 evaluates to 15, then compared against x (10). Minor Bloom deduction: the question borders on ""Understand"" (recognizing autoboxing occurs) rather than pure ""Apply"" (using autoboxing to solve a problem), though it does require applying knowledge to trace execution."
7b777cef-1186-4d8b-9c28-407db05794c3,2025-11-25T12:25:12.596814,Java Fundamentals,Wrapper classes and autoboxing,Apply,"What is the output of the following code?

Integer x = 100;
Integer y = 100;
System.out.println(x == y);",true,false,Compilation error,Runtime exception,A,"Correct. Integer values between -128 and 127 are cached, so x and y refer to the same object.","Incorrect. x and y are both cached, so '==' compares true.",Incorrect. There is no compilation error in this code.,Incorrect. No exception is thrown at runtime.,"Java caches Integer objects for values between -128 and 127. When autoboxing within this range, references are the same, so '==' returns true.","Question: What is the output of the following code?

Integer x = 100;
Integer y = 100;
System.out.println(x == y);

Options:
A) true
B) false
C) Compilation error
D) Runtime exception

Correct Answer: A

Option A explanation: Correct. Integer values between -128 and 127 are cached, so x and y refer to the same object.
Option B explanation: Incorrect. x and y are both cached, so '==' compares true.
Option C explanation: Incorrect. There is no compilation error in this code.
Option D explanation: Incorrect. No exception is thrown at runtime.

Main Explanation: Java caches Integer objects for values between -128 and 127. When autoboxing within this range, references are the same, so '==' returns true.

Tags: Java Fundamentals, Wrapper classes and autoboxing, Apply","comp1050-lecture8-generics.pptx, comp1050-sp2021-lecture3-thinking-in-classes.pptx, comp1050-sp2021-lecture5-inheritance-polymorphism [Autosaved].pptx","1145, 1346, 825, 1158",5,4,5,5,"The question directly assesses understanding of Integer caching and autoboxing, core concepts in the wrapper classes subtopic. It requires students to apply knowledge of Java's caching mechanism to predict behavior. The correct answer and distractors are technically accurate—the code does compile, runs without exception, and returns true due to caching. Explanations are clear and specific about the -128 to 127 range. Bloom alignment is strong (Apply level): students must recognize the caching behavior and apply it to determine the outcome, though it borders on Understand since the answer follows directly from knowing the caching rule rather than requiring synthesis or problem-solving."
ed7c0e88-efa0-4718-8d47-c00b6da7a6e1,2025-11-25T12:25:21.261797,Java Fundamentals,Wrapper classes and autoboxing,Apply,"What is the output of the following code?

```java
Integer x = 128;
Integer y = 128;
System.out.println(x == y);
```",true,false,Compilation error,Runtime exception,B,Incorrect. 'x == y' is false because they reference different Integer objects.,Correct. Integer objects with values outside -128 to 127 are not cached.,Incorrect. The code compiles without errors.,Incorrect. The code runs without throwing any exceptions.,"Java caches Integer values between -128 and 127. Values outside this range result in different objects, so '==' compares references, yielding false for 128.","Question: What is the output of the following code?

```java
Integer x = 128;
Integer y = 128;
System.out.println(x == y);
```

Options:
A) true
B) false
C) Compilation error
D) Runtime exception

Correct Answer: B

Option A explanation: Incorrect. 'x == y' is false because they reference different Integer objects.
Option B explanation: Correct. Integer objects with values outside -128 to 127 are not cached.
Option C explanation: Incorrect. The code compiles without errors.
Option D explanation: Incorrect. The code runs without throwing any exceptions.

Main Explanation: Java caches Integer values between -128 and 127. Values outside this range result in different objects, so '==' compares references, yielding false for 128.
 
Tags: Java Fundamentals, Wrapper classes and autoboxing, Apply","comp1050-lecture8-generics.pptx, comp1050-sp2021-lecture3-thinking-in-classes.pptx, comp1050-sp2021-lecture5-inheritance-polymorphism [Autosaved].pptx","1145, 1346, 825, 1158",5,4,5,5,"The question directly assesses understanding of Integer caching and autoboxing behavior in Java, which are core concepts in the wrapper classes subtopic. The correct answer and distractors are technically accurate—128 is indeed outside the cached range (-128 to 127), making the comparison false. Explanations are clear and specific, correctly identifying why each option is right or wrong. The Bloom level is slightly below ""Apply"" (closer to ""Understand"") since students primarily need to recall the caching behavior rather than apply it to solve a novel problem, but the question does require applying knowledge of reference comparison versus value comparison, which justifies a rating of 4 for Bloom alignment."
f2fc3d9a-b3e1-4ba7-9fad-ca7dec352291,2025-11-25T12:25:30.443308,Java Fundamentals,Wrapper classes and autoboxing,Analyze,"What is the output of the following code?
Integer a = 127;
Integer b = 127;
System.out.println(a == b);",true,false,Compilation error,Runtime exception,A,"Correct; for values between -128 and 127, Integer uses cached objects, so 'a' and 'b' reference the same object.",Incorrect; this would be true for values outside the cache range.,Incorrect; the code compiles successfully.,Incorrect; the code does not throw an exception.,"Java caches Integer objects between -128 and 127. Autoboxing reuses these cached objects, so 'a == b' compares the same reference, resulting in true.","Question: What is the output of the following code?
Integer a = 127;
Integer b = 127;
System.out.println(a == b);

Options:  
A) true  
B) false  
C) Compilation error  
D) Runtime exception  

Correct Answer: A

Option A explanation: Correct; for values between -128 and 127, Integer uses cached objects, so 'a' and 'b' reference the same object.

Option B explanation: Incorrect; this would be true for values outside the cache range.

Option C explanation: Incorrect; the code compiles successfully.

Option D explanation: Incorrect; the code does not throw an exception.

Main Explanation: Java caches Integer objects between -128 and 127. Autoboxing reuses these cached objects, so 'a == b' compares the same reference, resulting in true.

Tags: Java Fundamentals, Wrapper classes and autoboxing, Analyze","comp1050-lecture8-generics.pptx, comp1050-sp2021-lecture3-thinking-in-classes.pptx, comp1050-sp2021-lecture5-inheritance-polymorphism [Autosaved].pptx","1145, 1346, 825, 1158",5,3,5,5,"The question directly assesses understanding of Integer caching and autoboxing, which are core concepts in the wrapper classes subtopic. Accuracy is high—the answer and distractors are technically correct and unambiguous. Explanations are clear and educational, specifically mentioning the -128 to 127 cache range. However, Bloom alignment is slightly lower than intended: the question primarily requires ""Remember"" and ""Understand"" (recalling the caching behavior), rather than true ""Analysis"" which would involve comparing scenarios, predicting outcomes across different conditions, or examining the underlying mechanisms. To better align with Analyze level, the question could ask students to predict outputs for multiple values or explain why caching exists."
